Location,Country,Category,Season,Visitors,Rating,Revenue,Accommodation_Available
Loc_4703,France,Adventure,Low,129483,3.56,130339,1
Loc_4704,Australia,Beach,Low,124614,4.57,112427,0
Loc_4705,India,Adventure,Mid,113221,3.65,109455,0
Loc_4706,Australia,Cultural,Mid,154975,4.63,180471,1
Loc_4707,France,Historical,Mid,124887,2.53,143396,1
Loc_4708,India,Urban,High,109650,3.15,149349,0
Loc_4709,USA,Nature,Mid,96984,2.67,132231,0
Loc_4710,Japan,Beach,Low,146914,3.8,217850,1
Loc_4711,Italy,Cultural,High,126825,3.03,149724,0
Loc_4712,France,Historical,Mid,131628,3.3,136056,1
Loc_4713,Japan,Urban,High,165406,4.77,161271,1
Loc_4714,Italy,Historical,Low,93102,2.84,126801,0
Loc_4715,France,Historical,Mid,96153,2.57,79026,0
Loc_4716,Italy,Adventure,Low,134220,3.7,188344,1
Loc_4717,France,Urban,High,137404,2.72,126394,1
Loc_4718,Australia,Adventure,Mid,160389,4.82,217747,1
Loc_4719,Italy,Adventure,Low,125277,4.61,127353,0
Loc_4720,India,Beach,High,151992,3.92,193564,1
Loc_4721,Italy,Cultural,High,139071,4.74,191022,0
Loc_4722,USA,Beach,Mid,134091,4.75,138932,0
Loc_4723,India,Nature,High,154229,4.31,141371,1
Loc_4724,France,Adventure,High,129067,3.37,168753,0
Loc_4725,Australia,Beach,Mid,150787,4.2,194402,1
Loc_4726,Japan,Urban,Low,144761,4.41,198245,1
Loc_4727,Australia,Adventure,High,140769,2.6,201335,1
Loc_4728,Italy,Cultural,High,103820,2.68,127337,0
Loc_4729,Australia,Cultural,Mid,120393,3.47,146097,0
Loc_4730,Japan,Adventure,Mid,130019,2.61,132184,1
Loc_4731,India,Nature,Mid,139352,3.15,206979,1
Loc_4732,Italy,Nature,High,133267,4.24,121802,0
Loc_4733,India,Nature,High,140881,2.89,169742,1
Loc_4734,USA,Historical,Mid,150836,4.16,220378,1
Loc_4735,Italy,Cultural,Mid,140364,3.21,175728,1
Loc_4736,Australia,Urban,Mid,151640,4.45,203006,1
Loc_4737,Australia,Cultural,High,121439,3.6,135779,0
Loc_4738,Japan,Nature,Mid,167914,4.99,202256,1
Loc_4739,France,Cultural,Mid,147439,3.49,160896,1
Loc_4740,India,Cultural,Mid,102299,2.82,140997,0
Loc_4741,USA,Urban,High,145702,3.34,198425,1
Loc_4742,India,Historical,Mid,146953,3.85,166978,1
Loc_4743,Japan,Beach,Low,108347,2.74,152979,0
Loc_4744,Japan,Urban,Mid,107400,3.38,113875,0
Loc_4745,Italy,Urban,Low,132043,3.66,151232,1
Loc_4746,Japan,Historical,Mid,159415,4.41,221460,1
Loc_4747,India,Beach,Low,135972,3.3,195756,1
Loc_4748,India,Cultural,Mid,145338,4.44,206921,1
Loc_4749,Italy,Urban,High,158041,4.53,201716,1
Loc_4750,USA,Historical,High,165231,4.74,167787,1
Loc_4751,Australia,Beach,Low,145994,4.36,133066,1
Loc_4752,USA,Cultural,Low,95666,2.89,136470,0
Loc_4753,Japan,Urban,Mid,148867,4.38,143493,1
Loc_4754,Australia,Beach,High,117788,2.86,151718,0
Loc_4755,France,Beach,High,135646,2.54,139238,1
Loc_4756,USA,Urban,Mid,125196,2.75,102194,1
Loc_4757,France,Nature,High,152789,4.16,185435,1
Loc_4758,Australia,Cultural,High,150319,3.59,192997,1
Loc_4759,USA,Urban,High,164834,4.7,150398,1
Loc_4760,France,Historical,Mid,123121,2.6,183248,1
Loc_4761,India,Beach,Mid,104719,3.26,114138,0
Loc_4762,Japan,Urban,High,107354,2.76,94973,0
Loc_4763,Japan,Adventure,Low,120315,2.62,160816,1
Loc_4764,France,Nature,Low,120329,2.91,134030,1
Loc_4765,Japan,Historical,High,109295,3.28,125781,0
Loc_4766,USA,Nature,High,108830,2.89,94784,0
Loc_4767,Australia,Urban,Mid,125493,2.7,176003,1
Loc_4768,USA,Beach,High,161209,4.38,208646,1
Loc_4769,Italy,Adventure,High,167001,4.52,177395,1
Loc_4770,Italy,Adventure,High,119578,3.06,113058,0
Loc_4771,India,Beach,Mid,129709,4.74,129524,0
Loc_4772,France,Nature,Mid,105018,2.81,101766,0
Loc_4773,Australia,Beach,High,112208,2.94,110447,0
Loc_4774,Italy,Urban,Mid,121245,4.36,130330,0
Loc_4775,USA,Cultural,Mid,154957,4.52,137144,1
Loc_4776,India,Nature,Low,120121,4.43,156330,0
Loc_4777,France,Cultural,High,129152,3.82,113682,0
Loc_4778,Australia,Urban,Mid,148733,3.87,189348,1
Loc_4779,Australia,Beach,Mid,100758,2.57,133667,0
Loc_4780,France,Nature,High,123708,2.61,131185,1
Loc_4781,France,Urban,Mid,130849,3.21,143995,1
Loc_4782,Australia,Historical,Mid,122112,4.27,152877,0
Loc_4783,Japan,Beach,Low,131560,3.33,139732,1
Loc_4784,Italy,Urban,Low,114570,3.9,121062,0
Loc_4785,Italy,Adventure,High,143021,2.62,201038,1
Loc_4786,Japan,Adventure,Mid,108674,2.84,110236,0
Loc_4787,Japan,Cultural,High,142614,3.05,142983,1
Loc_4788,USA,Cultural,Mid,143628,3.8,188489,1
Loc_4789,USA,Adventure,Mid,144977,5.0,175981,0
Loc_4790,France,Cultural,High,152357,4.01,160994,1
Loc_4791,Japan,Urban,Mid,120428,2.72,140530,1
Loc_4792,France,Urban,Low,116931,3.37,164167,1
Loc_4793,Australia,Nature,High,106726,2.67,115207,0
Loc_4794,India,Historical,Mid,114607,2.72,158139,1
Loc_4795,Italy,Urban,High,126084,2.85,166548,1
Loc_4796,India,Historical,High,134390,4.7,196909,0
Loc_4797,USA,Historical,High,135627,2.67,157065,1
Loc_4798,Australia,Urban,Mid,131733,3.12,122233,1
Loc_4799,USA,Urban,Low,139675,4.65,204774,1
Loc_4800,Australia,Adventure,Mid,145113,3.86,201404,1
Loc_4801,USA,Urban,Low,120752,3.86,170247,0
Loc_4802,Italy,Historical,Low,96998,3.28,113494,0
Loc_4803,USA,Nature,Low,108116,3.17,98223,0
Loc_4804,Japan,Cultural,Mid,133397,4.64,140954,0
Loc_4805,Italy,Cultural,Mid,122749,3.77,101426,0
Loc_4806,Japan,Cultural,Low,119813,2.7,128750,1
Loc_4807,India,Adventure,High,129979,2.5,173959,1
Loc_4808,France,Adventure,Mid,142104,3.73,169455,1
Loc_4809,France,Cultural,High,110074,3.29,108716,0
Loc_4810,Japan,Beach,Mid,132826,2.66,132442,1
Loc_4811,USA,Cultural,High,125920,4.12,135466,0
Loc_4812,Italy,Adventure,Low,111845,3.8,117457,0
Loc_4813,Japan,Cultural,Mid,144848,4.8,214439,0
Loc_4814,Italy,Beach,Mid,125277,2.82,110595,1
Loc_4815,France,Cultural,Mid,139075,3.56,153037,1
Loc_4816,France,Cultural,Mid,162539,4.73,186895,1
Loc_4817,France,Nature,Low,114923,4.05,161711,0
Loc_4818,USA,Beach,High,132711,3.38,155964,0
Loc_4819,Japan,Cultural,High,137292,4.42,183774,0
Loc_4820,USA,Beach,Low,121272,4.07,138114,0
Loc_4821,France,Adventure,Mid,127006,2.57,187757,1
Loc_4822,France,Historical,High,131884,2.78,131388,1
Loc_4823,India,Historical,Mid,115419,3.48,170666,0
Loc_4824,Australia,Adventure,High,129416,4.43,116953,0
Loc_4825,Japan,Adventure,High,130393,3.92,108689,0
Loc_4826,France,Nature,Mid,128616,3.22,114961,1
Loc_4827,Japan,Historical,Low,116321,4.63,116756,0
Loc_4828,France,Adventure,Low,139589,4.38,113621,1
Loc_4829,India,Beach,High,155560,4.19,219336,1
Loc_4830,Japan,Historical,Mid,122854,4.25,100923,0
Loc_4831,Italy,Historical,High,136082,4.21,202886,0
Loc_4832,Japan,Cultural,Low,150571,4.58,140636,1
Loc_4833,Japan,Adventure,Mid,154593,4.36,185371,1
Loc_4834,India,Nature,Mid,162546,4.34,240013,1
Loc_4835,USA,Adventure,Mid,123980,2.53,123941,1
Loc_4836,Italy,Adventure,Mid,114608,3.49,114539,0
Loc_4837,France,Adventure,Mid,126809,3.21,105461,1
Loc_4838,Australia,Beach,Low,134565,3.49,164891,1
Loc_4839,Japan,Adventure,Mid,158364,4.66,166445,1
Loc_4840,France,Cultural,High,140449,3.37,117380,1
Loc_4841,India,Nature,Mid,140991,3.63,141012,1
Loc_4842,India,Urban,Mid,144164,4.21,142258,1
Loc_4843,Italy,Beach,Low,103420,3.74,96981,0
Loc_4844,France,Nature,Low,125866,4.68,176582,0
Loc_4845,India,Adventure,High,134186,4.9,194258,0
Loc_4846,Japan,Historical,High,119361,3.85,172678,0
Loc_4847,France,Historical,Low,140157,4.34,205370,1
Loc_4848,USA,Urban,Low,102417,3.36,90760,0
Loc_4849,Italy,Historical,Low,91616,2.96,75466,0
Loc_4850,USA,Urban,Low,91005,2.95,97140,0
Loc_4851,France,Cultural,Low,141608,3.83,116939,1
Loc_4852,India,Beach,Low,99032,3.08,101709,0
Loc_4853,USA,Adventure,High,113503,2.55,105812,0
Loc_4854,Italy,Adventure,Mid,127132,2.58,176553,1
Loc_4855,Italy,Nature,Low,124060,2.67,168080,1
Loc_4856,USA,Beach,High,167564,4.71,135313,1
Loc_4857,France,Adventure,High,167430,4.89,137924,1
Loc_4858,India,Beach,Low,124379,4.75,164730,0
Loc_4859,Australia,Urban,Mid,111118,3.1,162861,0
Loc_4860,France,Beach,Low,123245,2.6,113771,1
Loc_4861,France,Beach,Mid,111537,3.19,98102,0
Loc_4862,Italy,Urban,Mid,119490,2.52,116940,1
Loc_4863,USA,Urban,Low,128688,4.61,122858,0
Loc_4864,Italy,Adventure,Low,157273,4.86,214993,1
Loc_4865,Japan,Nature,Mid,132734,4.87,185334,0
Loc_4866,USA,Urban,Mid,133995,3.68,140947,1
Loc_4867,USA,Historical,Low,93572,3.34,113299,0
Loc_4868,Japan,Urban,Low,120591,2.56,145641,1
Loc_4869,India,Adventure,High,152435,4.74,134206,1
Loc_4870,USA,Historical,Mid,149746,4.33,167685,1
Loc_4871,Japan,Historical,Mid,126714,2.87,123900,1
Loc_4872,Australia,Adventure,Low,142172,4.27,158882,1
Loc_4873,India,Cultural,Low,141076,4.59,186484,1
Loc_4874,Australia,Beach,High,168673,4.64,234445,1
Loc_4875,Australia,Adventure,High,123451,3.8,160615,0
Loc_4876,Japan,Nature,Low,103093,3.04,124849,0
Loc_4877,USA,Cultural,Low,136543,3.58,152600,1
Loc_4878,India,Cultural,Low,130822,4.86,155479,0
Loc_4879,Italy,Adventure,High,136282,2.76,167975,1
Loc_4880,USA,Nature,Low,107876,3.24,157815,0
Loc_4881,India,Nature,Mid,137854,2.99,143012,1
Loc_4882,USA,Cultural,Low,130343,4.06,112489,1
Loc_4883,Australia,Adventure,Low,119244,4.36,134072,0
Loc_4884,USA,Cultural,High,142850,3.66,148393,1
Loc_4885,India,Historical,High,139589,3.16,206106,1
Loc_4886,Italy,Historical,Mid,132971,4.57,173022,0
Loc_4887,France,Nature,Mid,119610,2.63,176692,1
Loc_4888,USA,Urban,High,131528,2.86,110378,1
Loc_4889,Japan,Urban,Mid,133524,4.93,148956,0
Loc_4890,Japan,Urban,Mid,150033,4.98,152535,1
Loc_4891,USA,Adventure,High,138209,3.03,204176,1
Loc_4892,India,Nature,Low,117922,4.16,160589,0
Loc_4893,USA,Beach,Mid,154693,3.99,171643,1
Loc_4894,Australia,Adventure,High,140113,4.69,157348,0
Loc_4895,Australia,Cultural,Low,117367,2.77,103958,1
Loc_4896,Japan,Historical,Mid,144567,3.69,199772,1
Loc_4897,Italy,Cultural,Low,99979,2.69,131557,0
Loc_4898,USA,Beach,Mid,146465,4.06,204379,1
Loc_4899,Italy,Nature,Low,126489,3.14,171549,1
Loc_4900,France,Beach,Mid,142702,3.2,146425,1
Loc_4901,India,Cultural,Mid,136712,3.59,169071,1
Loc_4902,France,Nature,Low,139171,3.85,138244,1
Loc_4903,India,Beach,High,140210,4.75,166477,0
Loc_4904,France,Cultural,High,136222,4.59,136293,0
Loc_4905,USA,Cultural,High,119332,2.69,112695,0
Loc_4906,Italy,Historical,Mid,118984,2.54,129315,1
Loc_4907,USA,Cultural,High,160503,4.12,172805,1
Loc_4908,USA,Historical,Mid,128314,4.77,133516,0
Loc_4909,Italy,Beach,High,140413,3.35,210101,1
Loc_4910,Japan,Urban,Mid,132606,3.14,125086,1
Loc_4911,Australia,Nature,Mid,121851,4.16,132762,0
Loc_4912,India,Historical,High,104698,2.92,100503,0
Loc_4913,India,Adventure,Mid,127851,4.08,180756,0
Loc_4914,Japan,Cultural,High,158057,4.0,180068,1
Loc_4915,USA,Nature,High,131336,3.11,152107,1
Loc_4916,USA,Nature,Mid,163226,4.8,214839,1
Loc_4917,France,Nature,Low,141296,4.1,178892,1
Loc_4918,USA,Beach,Mid,172413,4.93,236200,1
Loc_4919,Italy,Historical,Low,119670,4.12,133567,0
Loc_4920,India,Cultural,High,166690,4.83,190657,1
Loc_4921,Japan,Beach,Mid,148410,3.91,143652,1
Loc_4922,Japan,Adventure,Mid,149162,3.85,177345,1
Loc_4923,Australia,Adventure,Mid,163802,4.87,160646,1
Loc_4924,India,Adventure,High,136461,4.83,197341,0
Loc_4925,Japan,Cultural,High,150166,4.79,164187,0
Loc_4926,Australia,Urban,Low,126393,3.32,132541,1
Loc_4927,USA,Historical,Low,100726,3.36,128671,0
Loc_4928,Australia,Adventure,High,152794,3.18,151519,1
Loc_4929,Italy,Cultural,Mid,140849,3.49,127361,1
Loc_4930,USA,Historical,Mid,125869,4.6,116634,0
Loc_4931,USA,Nature,High,166084,4.85,146321,1
Loc_4932,India,Urban,Low,140439,4.41,173635,1
Loc_4933,France,Beach,Mid,137575,2.94,111598,1
Loc_4934,Japan,Nature,Low,143018,4.43,156851,1
Loc_4935,France,Urban,Mid,127089,2.82,105911,1
Loc_4936,Japan,Beach,High,139803,4.33,192258,0
Loc_4937,Italy,Urban,Low,139973,4.48,195083,1
Loc_4938,Italy,Adventure,High,160059,4.41,128232,1
Loc_4939,Australia,Beach,Mid,141763,3.41,167397,1
Loc_4940,Australia,Historical,High,161659,4.39,177621,1
Loc_4941,Australia,Nature,High,166212,4.8,163534,1
Loc_4942,Australia,Urban,Mid,138957,3.47,170806,1
Loc_4943,Italy,Cultural,Low,126409,2.89,148876,1
Loc_4944,France,Nature,Mid,108830,2.8,133066,0
Loc_4945,India,Urban,Mid,158056,4.91,182316,1
Loc_4946,USA,Historical,High,117153,2.96,106213,0
Loc_4947,Italy,Beach,High,136439,4.41,170344,0
Loc_4948,Italy,Urban,High,156984,4.06,189439,1
Loc_4949,Australia,Nature,Mid,135216,2.74,168757,1
Loc_4950,Italy,Historical,Mid,125775,2.86,168319,1
Loc_4951,USA,Historical,Mid,108669,3.2,99782,0
Loc_4952,Italy,Adventure,High,150460,3.86,176827,1
Loc_4953,USA,Cultural,High,138790,3.05,147442,1
Loc_4954,France,Cultural,Mid,129859,4.08,176031,0
Loc_4955,USA,Cultural,Low,135459,3.44,194571,1
Loc_4956,Italy,Adventure,Low,125627,3.25,113296,1
Loc_4957,Italy,Cultural,Mid,140752,4.04,137119,1
Loc_4958,Japan,Historical,Mid,144854,4.4,125088,1
Loc_4959,USA,Adventure,Mid,112892,2.68,94562,0
Loc_4960,Italy,Historical,High,128696,4.22,121728,0
Loc_4961,Australia,Beach,High,117182,3.79,144311,0
Loc_4962,USA,Cultural,Mid,126544,4.42,139864,0
Loc_4963,Australia,Beach,Mid,104731,2.52,138831,0
Loc_4964,Italy,Adventure,Low,130279,3.29,129314,1
Loc_4965,Australia,Adventure,High,121779,3.9,167265,0
Loc_4966,Italy,Historical,Mid,108429,2.83,90550,0
Loc_4967,India,Cultural,Low,152910,4.76,205512,1
Loc_4968,Australia,Nature,High,104486,2.72,143896,0
Loc_4969,Japan,Beach,Mid,134603,2.92,123741,1
Loc_4970,India,Historical,Low,137548,3.74,141110,1
Loc_4971,Italy,Historical,Mid,128767,2.89,188750,1
Loc_4972,India,Adventure,High,153741,3.96,162816,1
Loc_4973,USA,Nature,Low,127674,4.98,157341,0
Loc_4974,Japan,Adventure,High,109350,2.97,105112,0
Loc_4975,USA,Nature,Mid,150332,3.85,190252,1
Loc_4976,Italy,Nature,High,111715,3.04,100570,0
Loc_4977,India,Cultural,Mid,131238,4.56,190898,0
Loc_4978,Japan,Nature,Mid,127049,4.08,116322,0
Loc_4979,Italy,Urban,Mid,159018,4.27,140432,1
Loc_4980,Italy,Urban,Low,151177,4.59,157326,1
Loc_4981,Italy,Cultural,High,146823,3.2,154600,1
Loc_4982,Japan,Urban,Mid,102008,3.1,101905,0
Loc_4983,Japan,Adventure,High,171772,4.79,233886,1
Loc_4984,Japan,Nature,High,162178,4.3,175221,1
Loc_4985,USA,Cultural,Mid,114964,2.9,116699,0
Loc_4986,India,Beach,Low,127907,3.28,187162,1
Loc_4987,Italy,Nature,High,117979,3.26,160510,0
Loc_4988,Italy,Adventure,Low,161815,4.91,144371,1
Loc_4989,Italy,Cultural,High,122326,3.87,164445,0
Loc_4990,Japan,Beach,Low,132067,4.04,112137,1
Loc_4991,India,Adventure,Mid,119261,4.08,160828,0
Loc_4992,India,Adventure,Low,129974,3.07,139043,1
Loc_4993,France,Beach,Mid,136672,4.83,149788,0
Loc_4994,France,Beach,Mid,157804,4.21,169115,1
Loc_4995,France,Beach,Low,127428,4.69,160379,0
Loc_4996,Italy,Adventure,Low,147665,4.7,162293,1
Loc_4997,Italy,Historical,High,134926,3.05,164395,1
Loc_4998,India,Urban,Low,149707,4.22,224369,1
Loc_4999,Italy,Adventure,Mid,154493,4.67,192307,1
Loc_5000,France,Beach,Mid,137546,4.67,144046,0
Loc_5001,Japan,Urban,Mid,145731,3.71,140942,1
Loc_5002,India,Historical,Mid,125243,4.78,101725,0
Loc_5003,Italy,Cultural,Mid,120337,2.61,114299,1
Loc_5004,India,Adventure,Mid,155582,4.61,134280,1
Loc_5005,India,Urban,Mid,142786,4.02,139875,1
Loc_5006,France,Beach,High,169586,4.85,248856,1
Loc_5007,USA,Beach,Low,142243,4.36,193303,1
Loc_5008,Japan,Cultural,Low,134820,3.08,141038,1
Loc_5009,India,Nature,Mid,149067,3.86,167675,1
Loc_5010,Italy,Urban,Low,117688,2.69,147951,1
Loc_5011,USA,Beach,High,173264,4.49,222968,1
Loc_5012,Italy,Nature,Mid,155897,3.93,224965,1
Loc_5013,Italy,Beach,Low,130339,3.42,161514,1
Loc_5014,France,Adventure,Low,110114,2.74,124131,1
Loc_5015,Japan,Beach,Low,141629,3.76,205335,1
Loc_5016,USA,Cultural,Mid,157930,4.87,216438,1
Loc_5017,Australia,Nature,Mid,168508,4.91,172775,1
Loc_5018,Italy,Adventure,High,111903,2.86,158311,0
Loc_5019,Australia,Adventure,High,146448,3.23,129434,1
Loc_5020,USA,Historical,Mid,115301,2.5,123830,1
Loc_5021,Japan,Adventure,High,116945,3.1,169010,0
Loc_5022,Italy,Urban,Low,133813,3.84,159729,1
Loc_5023,Japan,Adventure,Low,109599,3.71,141619,0
Loc_5024,Australia,Adventure,Low,136161,3.33,133923,1
Loc_5025,India,Adventure,High,106510,3.13,87372,0
Loc_5026,Italy,Cultural,Mid,141435,3.41,189646,1
Loc_5027,India,Adventure,Low,119530,2.53,167210,1
Loc_5028,Italy,Beach,Mid,127841,2.56,149868,1
Loc_5029,USA,Cultural,Mid,123115,4.16,133933,0
Loc_5030,Australia,Nature,High,154306,4.07,160008,1
Loc_5031,USA,Urban,High,163847,4.72,133106,1
Loc_5032,Australia,Urban,Mid,146525,4.34,121841,0
Loc_5033,Italy,Urban,Mid,94331,2.78,118680,0
Loc_5034,USA,Urban,High,153079,3.86,193836,1
Loc_5035,France,Beach,Low,99168,2.57,82984,0
Loc_5036,India,Historical,Mid,128292,2.99,103170,1
Loc_5037,Australia,Nature,Mid,122329,2.55,127188,1
Loc_5038,Italy,Urban,Low,136342,4.11,178414,1
Loc_5039,Italy,Adventure,High,136152,4.9,116610,0
Loc_5040,Italy,Urban,Mid,144393,3.87,199967,1
Loc_5041,USA,Urban,High,131499,4.34,175249,0
Loc_5042,Australia,Urban,Mid,149580,4.41,161017,1
Loc_5043,Australia,Beach,Low,130341,4.22,182861,0
Loc_5044,Australia,Urban,High,139345,3.75,155226,1
Loc_5045,France,Nature,Low,155851,4.7,209190,1
Loc_5046,Japan,Beach,Low,126247,2.55,122199,1
Loc_5047,Australia,Beach,Low,163064,4.45,185443,1
Loc_5048,France,Urban,High,146008,3.92,145809,1
Loc_5049,Japan,Beach,Mid,119953,3.62,161319,0
Loc_5050,USA,Cultural,Low,130208,3.93,140852,1
Loc_5051,Japan,Nature,Low,135721,4.21,125093,1
Loc_5052,Japan,Beach,Mid,149855,4.99,207643,0
Loc_5053,France,Beach,Low,153071,4.34,216582,1
Loc_5054,Australia,Urban,Mid,144683,3.42,196032,1
Loc_5055,India,Cultural,High,132916,4.46,191557,0
Loc_5056,USA,Adventure,Low,129465,3.3,178837,1
Loc_5057,France,Cultural,Low,105185,2.89,93707,0
Loc_5058,India,Historical,High,139539,3.34,194542,1
Loc_5059,USA,Historical,Mid,144080,3.58,118651,1
Loc_5060,Japan,Urban,Mid,119152,3.39,106473,1
Loc_5061,Japan,Historical,Mid,118719,3.88,111330,0
Loc_5062,India,Urban,Mid,151428,4.41,161169,1
Loc_5063,India,Beach,Mid,160945,4.86,195362,1
Loc_5064,India,Adventure,Low,113116,3.99,141981,0
Loc_5065,Japan,Historical,High,136090,2.87,152368,1
Loc_5066,Japan,Adventure,Mid,157271,4.68,133268,1
Loc_5067,France,Urban,High,124167,4.52,129456,0
Loc_5068,Australia,Beach,Mid,156673,4.02,191499,1
Loc_5069,France,Adventure,Low,130035,3.37,127824,1
Loc_5070,Italy,Cultural,Low,133364,3.9,136755,1
Loc_5071,Japan,Cultural,Mid,132334,2.69,149974,1
Loc_5072,India,Adventure,Mid,123923,3.9,172579,0
Loc_5073,USA,Adventure,Low,108577,3.59,89333,0
Loc_5074,India,Historical,High,138371,2.66,142562,1
Loc_5075,USA,Beach,Mid,131283,2.61,111711,1
Loc_5076,France,Cultural,Mid,161316,4.73,179098,1
Loc_5077,Japan,Beach,Mid,153126,4.21,190854,1
Loc_5078,Australia,Cultural,High,164872,4.61,149466,1
Loc_5079,France,Adventure,Mid,144013,3.43,149138,1
Loc_5080,Italy,Historical,Low,124546,3.15,182851,1
Loc_5081,Italy,Cultural,High,141001,4.55,189681,0
Loc_5082,Australia,Beach,Low,146644,4.95,193007,1
Loc_5083,USA,Nature,Low,131219,4.74,123709,0
Loc_5084,USA,Historical,Mid,146442,4.38,198652,1
Loc_5085,Italy,Adventure,Mid,112913,3.28,166766,0
Loc_5086,India,Urban,High,157645,4.05,159041,1
Loc_5087,USA,Nature,Mid,115631,3.83,164502,0
Loc_5088,Italy,Nature,High,136348,2.72,121840,1
Loc_5089,Australia,Urban,High,155918,4.59,141455,1
Loc_5090,Japan,Urban,Low,122481,2.95,140107,1
Loc_5091,Italy,Urban,High,146689,3.66,152447,1
Loc_5092,India,Urban,High,141661,2.95,200619,1
Loc_5093,Italy,Cultural,Mid,125244,2.75,111183,1
Loc_5094,Japan,Adventure,Low,160098,4.99,145453,1
Loc_5095,France,Adventure,Mid,163755,4.8,227382,1
Loc_5096,India,Cultural,Low,137570,3.99,134777,1
Loc_5097,USA,Beach,Mid,172656,4.95,208192,1
Loc_5098,France,Adventure,Low,151818,4.74,149063,1
Loc_5099,USA,Beach,Low,140469,3.74,193566,1
Loc_5100,Japan,Adventure,High,143215,3.53,196684,1
Loc_5101,Japan,Nature,Low,105267,3.77,114671,0
Loc_5102,India,Adventure,Mid,142037,4.47,158573,1
Loc_5103,France,Cultural,High,161070,4.58,151996,1
Loc_5104,India,Cultural,Low,141178,3.6,191893,1
Loc_5105,USA,Beach,Mid,144902,3.64,157214,1
Loc_5106,India,Adventure,High,159521,4.46,190765,1
Loc_5107,France,Adventure,High,170011,4.64,209585,1
Loc_5108,Italy,Cultural,Low,126948,4.61,139090,0
Loc_5109,Australia,Nature,Mid,124341,4.33,154492,0
Loc_5110,France,Urban,Mid,134299,3.37,125152,1
Loc_5111,Italy,Beach,Mid,155057,4.3,142022,1
Loc_5112,Australia,Adventure,High,142681,2.93,137175,1
Loc_5113,Japan,Nature,High,154916,3.88,178564,1
Loc_5114,Japan,Urban,High,99276,2.52,137231,0
Loc_5115,USA,Urban,Mid,132451,3.03,181918,1
Loc_5116,Australia,Urban,High,156328,4.22,154698,1
Loc_5117,India,Cultural,High,110942,2.63,114629,0
Loc_5118,France,Nature,Mid,106069,3.38,97304,0
Loc_5119,USA,Urban,High,166170,4.12,213696,1
Loc_5120,Italy,Cultural,High,119599,3.66,158947,0
Loc_5121,Australia,Beach,Mid,135805,3.1,163164,1
Loc_5122,Italy,Nature,Low,95622,2.99,85379,0
Loc_5123,Italy,Historical,High,160476,4.02,157641,1
Loc_5124,France,Urban,Low,147753,4.92,220812,1
Loc_5125,USA,Adventure,Mid,139947,4.96,197711,0
Loc_5126,India,Cultural,Mid,154086,4.18,190033,1
Loc_5127,Australia,Beach,Mid,148083,4.29,129465,1
Loc_5128,Australia,Historical,High,125869,2.94,129748,1
Loc_5129,India,Cultural,High,164008,4.68,131954,1
Loc_5130,USA,Urban,Mid,132126,2.98,109872,1
Loc_5131,Australia,Beach,Mid,133436,3.21,123930,1
Loc_5132,Australia,Adventure,Mid,129521,2.63,188664,1
Loc_5133,Italy,Nature,High,141772,4.61,149314,0
Loc_5134,USA,Urban,High,170316,4.47,174344,1
Loc_5135,France,Urban,High,109702,3.45,159816,0
Loc_5136,Japan,Beach,High,132732,4.46,162428,0
Loc_5137,Italy,Cultural,Mid,142700,3.71,116804,1
Loc_5138,Australia,Historical,Mid,139325,3.24,161510,1
Loc_5139,Italy,Historical,Mid,152866,4.09,127785,1
Loc_5140,France,Nature,Low,125838,3.19,105259,1
Loc_5141,Japan,Cultural,Low,145646,4.49,195597,1
Loc_5142,India,Urban,Mid,133106,3.08,126916,1
Loc_5143,USA,Urban,High,126409,3.5,105957,0
Loc_5144,Italy,Historical,Low,117172,2.72,97886,1
Loc_5145,Japan,Historical,High,135855,2.57,123699,1
Loc_5146,Australia,Nature,Low,116259,4.33,110322,0
Loc_5147,India,Adventure,High,146380,3.97,127823,1
Loc_5148,Australia,Nature,Mid,154210,3.82,162824,1
Loc_5149,USA,Beach,High,133144,4.12,128961,0
Loc_5150,Italy,Historical,High,135214,4.37,192543,0
Loc_5151,Japan,Urban,Low,104512,3.12,100723,0
Loc_5152,India,Nature,High,129200,3.71,142868,0
Loc_5153,USA,Nature,Mid,141453,4.19,134182,1
Loc_5154,Italy,Urban,Low,102944,3.15,121760,0
Loc_5155,USA,Beach,Mid,132145,3.09,154822,1
Loc_5156,Italy,Historical,High,105491,3.03,145755,0
Loc_5157,France,Cultural,Mid,135578,4.45,147928,0
Loc_5158,USA,Cultural,High,159771,4.58,161358,1
Loc_5159,USA,Beach,Mid,112144,3.18,151714,0
Loc_5160,France,Nature,Mid,138614,3.3,172505,1
Loc_5161,Italy,Cultural,Mid,142928,2.89,135493,1
Loc_5162,France,Historical,High,127859,3.83,164729,0
Loc_5163,USA,Nature,Low,114553,4.33,100118,0
Loc_5164,India,Beach,Mid,156626,4.79,161564,1
Loc_5165,India,Adventure,Low,146184,4.4,152485,1
Loc_5166,Italy,Historical,Mid,137404,2.96,126280,1
Loc_5167,USA,Adventure,Mid,151950,4.5,155559,1
Loc_5168,Italy,Nature,Low,137572,3.98,132903,1
Loc_5169,India,Nature,Low,122599,3.44,149617,1
Loc_5170,India,Cultural,Low,148067,4.27,180086,1
Loc_5171,Italy,Adventure,Low,107656,3.64,107244,0
Loc_5172,Italy,Adventure,Mid,136296,2.97,165349,1
